customer_id,segment,country,city,first_order_date
13085,Education,Turkey,Sulaymaniyah,2025-04-12
13086,Enterprise,Jordan,Duhok,2025-04-14
13087,SMB,Jordan,Baghdad,2024-11-18
13088,Enterprise,Iraq,Duhok,2023-10-02
13089,SMB,Iraq,Kirkuk,2023-12-24
13090,Education,Iraq,Baghdad,2023-02-26
13091,Public Sector,Iraq,Erbil,2023-11-14
13092,Retail,Iraq,Kirkuk,2023-02-06
13093,Public Sector,Iraq,Sulaymaniyah,2025-07-30
13094,Education,UAE,Basra,2023-04-16
13095,Public Sector,UAE,Baghdad,2024-05-13
13096,Enterprise,Iraq,Kirkuk,2024-06-07
13097,Retail,UAE,Duhok,2025-11-21
13098,Education,Turkey,Basra,2024-06-28
13099,Enterprise,Turkey,Basra,2025-02-28
13100,Public Sector,Turkey,Kirkuk,2023-11-15
13101,Education,Turkey,Sulaymaniyah,2025-04-05
13102,Enterprise,UAE,Baghdad,2024-05-23
13103,Enterprise,Iraq,Erbil,2024-04-01
13104,SMB,Turkey,Duhok,2023-07-22
13105,Retail,UAE,Baghdad,2024-04-27
13106,Public Sector,Jordan,Sulaymaniyah,2024-05-21
13107,SMB,Iraq,Baghdad,2025-12-13
13108,SMB,Turkey,Erbil,2023-01-08
13109,SMB,Iraq,Baghdad,2024-12-05
13110,Enterprise,Iraq,Duhok,2025-10-26
13111,SMB,UAE,Basra,2024-08-21
13112,SMB,Turkey,Duhok,2024-12-13
13113,Retail,UAE,Basra,2024-04-29
13114,Retail,Iraq,Duhok,2023-03-18
13115,Public Sector,Jordan,Basra,2025-08-30
13116,Enterprise,UAE,Basra,2025-01-22
13117,SMB,Turkey,Baghdad,2025-02-04
13118,Enterprise,Turkey,Sulaymaniyah,2024-06-22
13119,Retail,Jordan,Baghdad,2023-11-09
13120,Education,Turkey,Duhok,2025-04-08
13121,Retail,Iraq,Erbil,2025-09-24
13122,Public Sector,Iraq,Kirkuk,2023-07-06
13123,Enterprise,UAE,Erbil,2024-04-08
13124,Public Sector,Iraq,Sulaymaniyah,2023-07-27
13125,Public Sector,Iraq,Kirkuk,2025-01-29
13126,Education,Turkey,Erbil,2023-04-29
13127,Public Sector,UAE,Sulaymaniyah,2025-06-09
13128,SMB,Turkey,Duhok,2025-01-25
13129,Public Sector,Turkey,Kirkuk,2024-10-04
13130,Retail,UAE,Duhok,2025-01-08
13131,Public Sector,UAE,Erbil,2023-11-25
13132,Enterprise,Turkey,Erbil,2023-04-03
13133,SMB,Turkey,Baghdad,2024-01-02
13134,Education,Iraq,Sulaymaniyah,2023-02-21
13135,SMB,Turkey,Erbil,2025-09-15
13136,Retail,Jordan,Kirkuk,2024-07-07
13137,Enterprise,Iraq,Erbil,2023-10-30
13138,SMB,UAE,Baghdad,2024-01-15
13139,SMB,Turkey,Baghdad,2024-06-07
13140,Enterprise,Jordan,Erbil,2025-11-26
13141,Enterprise,Turkey,Erbil,2025-01-06
13142,Retail,UAE,Basra,2025-11-14
13143,Retail,Jordan,Sulaymaniyah,2023-08-15
13144,Enterprise,UAE,Baghdad,2024-03-01
13145,SMB,UAE,Baghdad,2024-10-07
13146,Retail,Iraq,Basra,2024-03-10
13147,Retail,Iraq,Kirkuk,2025-06-29
13148,Retail,Turkey,Kirkuk,2025-10-15
13149,Education,Turkey,Baghdad,2025-01-14
13150,Enterprise,Turkey,Kirkuk,2024-10-14
13151,Enterprise,Turkey,Sulaymaniyah,2024-11-28
13152,SMB,Turkey,Sulaymaniyah,2023-08-04
13153,Public Sector,Jordan,Duhok,2023-04-21
13154,Public Sector,Jordan,Kirkuk,2025-10-06
13155,Enterprise,Turkey,Baghdad,2023-01-05
13156,Education,Turkey,Kirkuk,2025-04-08
13157,SMB,UAE,Sulaymaniyah,2023-09-01
13158,Public Sector,Turkey,Basra,2023-11-12
13159,Public Sector,Iraq,Kirkuk,2025-02-20
13160,Education,Jordan,Baghdad,2025-10-14
13161,Public Sector,UAE,Kirkuk,2023-04-10
13162,SMB,Turkey,Sulaymaniyah,2023-02-04
13163,Education,Iraq,Duhok,2024-02-18
13164,Education,Turkey,Kirkuk,2024-08-13
13165,Public Sector,Turkey,Sulaymaniyah,2023-01-14
13166,Public Sector,Jordan,Kirkuk,2025-03-07
13167,Public Sector,Jordan,Duhok,2023-04-05
13168,Public Sector,UAE,Duhok,2025-10-25
13169,SMB,Turkey,Duhok,2024-04-27
13170,Public Sector,Iraq,Sulaymaniyah,2023-07-20
13171,Education,Jordan,Sulaymaniyah,2024-09-22
13172,SMB,Jordan,Duhok,2025-01-12
13173,Public Sector,Turkey,Basra,2025-10-01
13174,SMB,Iraq,Sulaymaniyah,2023-12-30
13175,Education,Turkey,Erbil,2024-05-07
13176,Enterprise,UAE,Kirkuk,2024-05-16
13177,Retail,Jordan,Sulaymaniyah,2023-03-14
13178,Enterprise,Iraq,Erbil,2023-03-01
13179,Public Sector,Turkey,Sulaymaniyah,2025-11-30
13180,SMB,Turkey,Duhok,2023-02-23
13181,Retail,Turkey,Baghdad,2024-09-19
13182,Education,Jordan,Erbil,2025-05-16
13183,Retail,UAE,Baghdad,2024-09-26
13184,Education,Iraq,Duhok,2025-02-08
13185,SMB,Turkey,Basra,2024-10-23
13186,Retail,UAE,Baghdad,2023-03-23
13187,Public Sector,Turkey,Sulaymaniyah,2024-08-28
13188,Enterprise,UAE,Baghdad,2024-03-30
13189,Enterprise,Iraq,Kirkuk,2024-03-09
13190,SMB,Jordan,Basra,2023-06-02
13191,SMB,Iraq,Erbil,2023-03-25
13192,Enterprise,UAE,Duhok,2024-01-27
13193,Education,Iraq,Erbil,2025-07-02
13194,Retail,Iraq,Kirkuk,2025-04-05
13195,Education,UAE,Erbil,2025-05-02
13196,Retail,UAE,Kirkuk,2025-11-04
13197,Public Sector,Jordan,Baghdad,2023-07-01
13198,Retail,Turkey,Erbil,2024-03-13
13199,Enterprise,Iraq,Basra,2024-01-04
13200,Retail,Jordan,Sulaymaniyah,2023-04-02
13201,SMB,Turkey,Erbil,2025-01-07
13202,Public Sector,Jordan,Kirkuk,2024-04-16
13203,Public Sector,UAE,Kirkuk,2025-11-24
13204,Education,Turkey,Duhok,2024-05-17
13205,Education,Turkey,Baghdad,2024-10-10
13206,Enterprise,UAE,Baghdad,2025-01-22
13207,Education,Iraq,Erbil,2024-11-19
13208,Enterprise,Turkey,Kirkuk,2024-07-30
13209,Education,UAE,Baghdad,2023-02-06
13210,SMB,Jordan,Baghdad,2024-04-05
13211,SMB,Jordan,Erbil,2023-08-17
13212,Education,Jordan,Duhok,2025-03-27
13213,SMB,Iraq,Duhok,2024-04-14
13214,Education,Turkey,Sulaymaniyah,2025-01-15
13215,Public Sector,Turkey,Erbil,2024-12-08
13216,SMB,Iraq,Basra,2025-08-13
13217,Retail,Iraq,Sulaymaniyah,2023-11-23
13218,Retail,UAE,Baghdad,2024-08-28
13219,Public Sector,Jordan,Duhok,2025-10-09
13220,Retail,Iraq,Sulaymaniyah,2023-07-03
13221,SMB,Iraq,Kirkuk,2023-03-24
13222,SMB,Jordan,Basra,2025-03-15
13223,Public Sector,Iraq,Baghdad,2024-10-20
13224,Education,UAE,Sulaymaniyah,2025-12-13
13225,Education,Turkey,Duhok,2024-06-28
13226,Enterprise,Turkey,Baghdad,2025-10-03
13227,Public Sector,Jordan,Erbil,2025-06-26
13228,Retail,Iraq,Erbil,2025-01-12
13229,Enterprise,UAE,Baghdad,2025-01-03
13230,Retail,Turkey,Duhok,2024-04-03
13231,Enterprise,UAE,Baghdad,2024-06-11
13232,Enterprise,Turkey,Kirkuk,2023-06-01
13233,Education,Iraq,Erbil,2023-03-05
13234,SMB,Jordan,Sulaymaniyah,2023-12-29
13235,SMB,Iraq,Baghdad,2025-07-09
13236,Retail,UAE,Erbil,2025-03-07
13237,Retail,Jordan,Sulaymaniyah,2025-01-28
13238,Retail,UAE,Sulaymaniyah,2024-09-02
13239,SMB,Iraq,Baghdad,2025-10-27
13240,Public Sector,Turkey,Baghdad,2023-07-11
13241,Retail,Jordan,Duhok,2024-06-03
13242,Enterprise,Iraq,Basra,2024-06-08
13243,SMB,Turkey,Duhok,2023-06-26
13244,Enterprise,UAE,Duhok,2023-08-15
13245,Retail,Iraq,Basra,2025-05-05
13246,Education,Turkey,Kirkuk,2025-10-28
13247,Education,Iraq,Basra,2023-11-09
13248,Retail,Jordan,Basra,2025-12-23
13249,Enterprise,UAE,Kirkuk,2024-09-23
13250,SMB,Turkey,Sulaymaniyah,2024-12-05
13251,SMB,UAE,Baghdad,2024-03-08
13252,Enterprise,Iraq,Kirkuk,2025-12-03
13253,Retail,Iraq,Baghdad,2025-11-18
13254,Enterprise,Turkey,Baghdad,2025-01-07
13255,Enterprise,UAE,Erbil,2024-08-21
13256,Education,UAE,Basra,2024-04-18
13257,Public Sector,Turkey,Sulaymaniyah,2025-03-09
13258,Enterprise,Turkey,Duhok,2024-06-18
13259,Retail,Turkey,Kirkuk,2025-06-06
13260,Public Sector,Iraq,Baghdad,2023-07-21
13261,SMB,Iraq,Erbil,2025-02-01
13262,Enterprise,Jordan,Basra,2023-06-01
13263,Education,Iraq,Sulaymaniyah,2024-12-28
13264,Education,Iraq,Baghdad,2024-02-05
13265,Retail,UAE,Duhok,2023-03-09
13266,Education,Jordan,Baghdad,2023-10-31
13267,Enterprise,Turkey,Erbil,2023-05-27
13268,Enterprise,Turkey,Basra,2023-12-05
13269,Enterprise,Turkey,Basra,2024-06-25
13270,Education,Turkey,Sulaymaniyah,2025-07-09
13271,SMB,Jordan,Erbil,2025-08-19
13272,Retail,Iraq,Erbil,2023-06-27
13273,Enterprise,Jordan,Sulaymaniyah,2025-08-20
13274,SMB,UAE,Baghdad,2023-04-27
13275,Education,Iraq,Sulaymaniyah,2023-06-11
13276,Public Sector,Jordan,Baghdad,2025-06-17
13277,Public Sector,UAE,Sulaymaniyah,2024-12-04
13278,Public Sector,Turkey,Basra,2023-09-08
13279,Retail,Jordan,Basra,2024-02-01
13280,SMB,Iraq,Duhok,2024-11-24
13281,Public Sector,UAE,Duhok,2025-01-25
13282,Retail,Iraq,Sulaymaniyah,2023-05-31
13283,Retail,UAE,Sulaymaniyah,2024-11-18
13284,SMB,UAE,Baghdad,2025-03-03
13285,Public Sector,Jordan,Erbil,2024-03-19
13286,Retail,Iraq,Erbil,2025-09-10
13287,SMB,Turkey,Duhok,2023-11-24
13288,Enterprise,Jordan,Kirkuk,2024-08-04
13289,Public Sector,Jordan,Erbil,2025-04-10
13290,Public Sector,Iraq,Duhok,2024-07-31
13291,Public Sector,Iraq,Kirkuk,2023-02-01
13292,Public Sector,Turkey,Erbil,2023-02-27
13293,Education,Turkey,Basra,2024-04-05
13294,Education,Iraq,Basra,2024-07-13
13295,Enterprise,Iraq,Duhok,2025-03-25
13296,SMB,Iraq,Basra,2025-08-06
13297,Education,UAE,Sulaymaniyah,2023-06-13
13298,Enterprise,Iraq,Erbil,2025-10-20
13299,SMB,UAE,Kirkuk,2023-06-06
13300,Public Sector,UAE,Sulaymaniyah,2023-09-04
13301,Retail,UAE,Erbil,2025-05-17
13302,Public Sector,UAE,Duhok,2023-04-11
13303,Education,UAE,Duhok,2025-10-05
13304,Education,Turkey,Erbil,2025-05-21
13305,Education,Jordan,Erbil,2024-02-17
13306,Education,Turkey,Baghdad,2025-11-22
13307,Public Sector,UAE,Kirkuk,2024-09-04
13308,SMB,Iraq,Sulaymaniyah,2024-08-13
13309,SMB,Turkey,Erbil,2025-03-28
13310,Education,Turkey,Erbil,2023-08-05
13311,Education,Iraq,Erbil,2025-02-18
13312,Retail,UAE,Baghdad,2024-07-10
13313,Education,Iraq,Kirkuk,2024-10-18
13314,SMB,Turkey,Kirkuk,2025-04-06
13315,Retail,UAE,Sulaymaniyah,2025-07-27
13316,SMB,UAE,Kirkuk,2024-10-10
13317,Public Sector,Iraq,Baghdad,2024-01-29
13318,SMB,Jordan,Basra,2024-08-11
13319,Enterprise,UAE,Kirkuk,2024-02-07
13320,Education,UAE,Kirkuk,2024-12-05
13321,Retail,Iraq,Baghdad,2024-12-24
13322,Retail,Iraq,Erbil,2023-08-06
13323,Retail,Turkey,Sulaymaniyah,2023-05-15
13324,Enterprise,Jordan,Basra,2024-07-08
13325,SMB,Jordan,Baghdad,2025-11-29
13326,Retail,Jordan,Erbil,2024-02-20
13327,Education,Iraq,Sulaymaniyah,2025-08-11
13328,Retail,Iraq,Sulaymaniyah,2023-01-06
13329,Education,UAE,Basra,2024-01-12
13330,Retail,Jordan,Kirkuk,2023-11-25
13331,Enterprise,Turkey,Kirkuk,2025-01-01
13332,Enterprise,UAE,Duhok,2023-12-11
13333,SMB,Iraq,Basra,2025-01-06
13334,Enterprise,Jordan,Basra,2025-06-30
13335,Enterprise,UAE,Baghdad,2023-03-24
13336,Retail,UAE,Duhok,2025-01-24
13337,Public Sector,Iraq,Sulaymaniyah,2025-10-16
13338,Enterprise,Iraq,Baghdad,2025-07-24
13339,Public Sector,Jordan,Duhok,2024-06-07
13340,Public Sector,Iraq,Kirkuk,2025-11-23
13341,Enterprise,Iraq,Basra,2025-03-31
13342,Education,Jordan,Kirkuk,2024-06-17
13343,Education,Iraq,Duhok,2023-04-16
13344,Public Sector,UAE,Duhok,2023-11-02
13345,Education,Turkey,Baghdad,2025-07-02
13346,Education,Iraq,Kirkuk,2023-05-24
13347,Retail,Jordan,Duhok,2025-12-07
13348,SMB,Iraq,Sulaymaniyah,2025-07-05
13349,Enterprise,Iraq,Baghdad,2025-12-22
13350,Education,Jordan,Baghdad,2025-06-25
13351,Education,UAE,Erbil,2025-06-20
13352,Retail,Iraq,Erbil,2024-10-09
13353,Enterprise,Turkey,Basra,2023-12-21
13354,Public Sector,Turkey,Baghdad,2023-06-28
13355,SMB,Jordan,Kirkuk,2024-03-20
13356,Enterprise,Iraq,Erbil,2024-03-15
13357,Retail,UAE,Basra,2024-06-24
13358,SMB,Iraq,Kirkuk,2024-01-13
13359,Public Sector,Turkey,Baghdad,2025-10-14
13360,SMB,Jordan,Erbil,2025-11-18
13361,SMB,Iraq,Baghdad,2024-07-24
13362,Enterprise,Iraq,Duhok,2023-08-03
13363,Public Sector,Jordan,Erbil,2024-11-07
13364,Public Sector,Turkey,Erbil,2023-09-28
13365,Retail,Turkey,Basra,2025-03-23
13366,Education,Turkey,Kirkuk,2023-07-18
13367,Education,UAE,Sulaymaniyah,2025-11-02
13368,Education,Turkey,Duhok,2025-06-18
13369,Public Sector,Jordan,Baghdad,2024-01-25
13370,Enterprise,UAE,Sulaymaniyah,2023-12-05
13371,Public Sector,Iraq,Sulaymaniyah,2025-04-14
13372,Public Sector,UAE,Erbil,2025-09-21
13373,Public Sector,Jordan,Duhok,2025-01-11
13374,Education,Turkey,Erbil,2025-04-14
13375,Retail,Iraq,Baghdad,2024-07-06
13376,Public Sector,Iraq,Erbil,2023-05-24
13377,Retail,Iraq,Erbil,2023-11-18
13378,Public Sector,Iraq,Kirkuk,2023-08-04
13379,SMB,UAE,Erbil,2025-07-23
13380,Retail,Jordan,Basra,2023-07-27
13381,SMB,UAE,Kirkuk,2023-11-30
13382,Retail,Jordan,Erbil,2025-02-10
13383,Education,Turkey,Duhok,2024-01-05
13384,SMB,Jordan,Erbil,2025-02-16
13385,Enterprise,Iraq,Sulaymaniyah,2023-05-19
13386,SMB,Jordan,Sulaymaniyah,2024-06-10
13387,Enterprise,Jordan,Kirkuk,2025-01-01
13388,Public Sector,Iraq,Basra,2024-12-05
13389,Retail,UAE,Sulaymaniyah,2023-10-31
13390,Education,UAE,Basra,2023-09-10
13391,Retail,Jordan,Sulaymaniyah,2025-07-26
13392,Enterprise,UAE,Basra,2024-03-03
13393,SMB,UAE,Erbil,2025-06-08
13394,SMB,Turkey,Sulaymaniyah,2025-03-08
13395,Enterprise,Iraq,Baghdad,2025-06-26
13396,Public Sector,Turkey,Basra,2024-12-25
13397,Retail,Iraq,Kirkuk,2023-06-06
13398,Retail,UAE,Baghdad,2024-07-30
13399,Enterprise,Iraq,Sulaymaniyah,2023-10-24
13400,SMB,Iraq,Sulaymaniyah,2023-02-20
13401,Retail,Iraq,Baghdad,2025-06-13
13402,Retail,Turkey,Kirkuk,2023-09-28
13403,Education,Iraq,Duhok,2023-04-28
13404,Enterprise,Jordan,Kirkuk,2024-08-20
13405,Enterprise,UAE,Erbil,2024-03-26
13406,Public Sector,Jordan,Sulaymaniyah,2025-09-29
13407,SMB,UAE,Basra,2024-08-31
13408,Education,Jordan,Baghdad,2023-09-19
13409,Public Sector,UAE,Erbil,2025-05-12
13410,Public Sector,Iraq,Erbil,2024-07-27
13411,Education,Turkey,Baghdad,2024-06-23
13412,SMB,Turkey,Baghdad,2024-07-29
13413,Public Sector,UAE,Sulaymaniyah,2025-04-16
13414,Retail,Jordan,Kirkuk,2025-09-12
13415,SMB,Iraq,Erbil,2023-10-13
13416,SMB,UAE,Baghdad,2024-05-08
13417,Public Sector,UAE,Sulaymaniyah,2025-09-04
13418,Education,Turkey,Kirkuk,2025-08-15
13419,Public Sector,UAE,Duhok,2024-12-30
13420,Retail,Turkey,Duhok,2025-05-14
13421,Retail,UAE,Duhok,2025-06-22
13422,Public Sector,Iraq,Baghdad,2024-09-11
13423,Education,Iraq,Duhok,2024-07-24
13424,SMB,Jordan,Baghdad,2024-09-09
13425,Enterprise,Jordan,Erbil,2025-05-16
13426,Public Sector,Turkey,Baghdad,2023-10-06
13427,Public Sector,Turkey,Basra,2023-09-30
13428,SMB,Turkey,Duhok,2023-07-14
13429,SMB,Iraq,Sulaymaniyah,2025-11-18
13430,Enterprise,Turkey,Kirkuk,2023-03-29
13431,SMB,Turkey,Kirkuk,2023-07-25
13432,Education,Jordan,Duhok,2025-01-19
13433,SMB,Turkey,Duhok,2023-04-28
13434,Public Sector,Iraq,Kirkuk,2024-04-09
13435,Retail,UAE,Sulaymaniyah,2024-02-23
13436,Education,UAE,Kirkuk,2023-03-09
13437,SMB,Turkey,Duhok,2024-03-19
13438,Public Sector,Iraq,Erbil,2023-04-12
13439,Retail,Turkey,Erbil,2024-11-10
13440,SMB,Jordan,Sulaymaniyah,2024-07-11
13441,Public Sector,Iraq,Baghdad,2025-05-30
13442,Public Sector,Iraq,Baghdad,2024-09-02
13443,Enterprise,Jordan,Basra,2023-03-31
13444,Education,Turkey,Kirkuk,2024-10-20
13445,SMB,Jordan,Erbil,2023-10-24
13446,SMB,Turkey,Sulaymaniyah,2024-12-31
13447,Education,Turkey,Kirkuk,2023-12-21
13448,Public Sector,Iraq,Kirkuk,2025-06-18
13449,SMB,UAE,Duhok,2024-11-23
13450,Public Sector,Jordan,Duhok,2023-04-05
13451,SMB,Iraq,Erbil,2025-08-21
13452,SMB,Jordan,Baghdad,2023-04-01
13453,Enterprise,Jordan,Basra,2024-12-28
13454,Enterprise,Jordan,Duhok,2023-05-26
13455,Public Sector,Turkey,Basra,2023-09-06
13456,Retail,Jordan,Erbil,2025-05-06
13457,Public Sector,Iraq,Sulaymaniyah,2023-09-05
13458,SMB,Iraq,Sulaymaniyah,2025-04-16
13459,Education,UAE,Baghdad,2025-02-15
13460,SMB,Iraq,Duhok,2024-04-25
13461,Retail,Iraq,Baghdad,2023-09-08
13462,Public Sector,Jordan,Kirkuk,2024-06-11
13463,Public Sector,Iraq,Baghdad,2025-01-12
13464,Public Sector,UAE,Duhok,2024-04-03
13465,SMB,Jordan,Basra,2023-08-08
13466,Enterprise,Iraq,Baghdad,2023-06-02
13467,Enterprise,Turkey,Baghdad,2024-06-06
13468,Retail,UAE,Basra,2025-03-06
13469,Enterprise,Iraq,Baghdad,2025-02-11
13470,Enterprise,Iraq,Sulaymaniyah,2024-04-09
13471,Education,Turkey,Sulaymaniyah,2023-01-30
13472,Retail,Iraq,Erbil,2024-08-19
13473,Retail,Iraq,Basra,2023-09-26
13474,SMB,Turkey,Basra,2024-07-17
13475,Education,Turkey,Sulaymaniyah,2025-07-14
13476,Public Sector,Jordan,Kirkuk,2024-02-14
13477,Retail,Iraq,Erbil,2025-09-09
13478,Public Sector,Iraq,Baghdad,2024-01-22
13479,Public Sector,Jordan,Baghdad,2024-05-15
13480,Retail,Turkey,Erbil,2025-06-26
13481,Public Sector,Iraq,Kirkuk,2023-03-02
13482,SMB,UAE,Basra,2024-12-17
13483,Retail,Turkey,Kirkuk,2023-10-18
13484,Public Sector,Turkey,Sulaymaniyah,2025-11-11
13485,Enterprise,UAE,Kirkuk,2025-02-08
13486,SMB,Jordan,Baghdad,2024-11-28
13487,Education,UAE,Kirkuk,2023-01-05
13488,Public Sector,Iraq,Duhok,2024-02-26
13489,SMB,Iraq,Duhok,2023-09-18
13490,Education,Turkey,Basra,2025-12-19
13491,Public Sector,UAE,Baghdad,2025-03-03
13492,Retail,UAE,Duhok,2024-02-01
13493,SMB,Jordan,Kirkuk,2025-04-08
13494,Enterprise,UAE,Baghdad,2024-02-23
13495,Education,UAE,Sulaymaniyah,2024-09-22
13496,Retail,Iraq,Erbil,2023-06-12
13497,Enterprise,Iraq,Sulaymaniyah,2024-02-08
13498,Public Sector,Jordan,Kirkuk,2024-04-10
13499,Education,Turkey,Baghdad,2025-06-30
13500,Enterprise,Jordan,Kirkuk,2025-11-12
13501,SMB,Turkey,Duhok,2025-01-23
13502,Education,UAE,Erbil,2024-08-24
13503,SMB,Jordan,Kirkuk,2025-08-09
13504,Public Sector,Turkey,Duhok,2025-08-09
13505,SMB,UAE,Sulaymaniyah,2023-06-11
13506,Enterprise,Jordan,Sulaymaniyah,2025-10-20
13507,Education,Jordan,Kirkuk,2023-11-14
13508,Public Sector,Turkey,Baghdad,2024-04-19
13509,Public Sector,Iraq,Duhok,2025-11-24
13510,Public Sector,Jordan,Kirkuk,2024-05-22
13511,Education,Jordan,Basra,2025-03-08
13512,SMB,UAE,Basra,2023-10-24
13513,Retail,Jordan,Kirkuk,2023-10-30
13514,Enterprise,Iraq,Kirkuk,2023-10-09
13515,Education,Turkey,Duhok,2025-10-25
13516,Retail,Turkey,Sulaymaniyah,2024-06-09
13517,Public Sector,UAE,Basra,2023-01-31
13518,Enterprise,Iraq,Basra,2025-04-22
13519,Education,UAE,Sulaymaniyah,2024-01-10
13520,Retail,Turkey,Kirkuk,2023-08-22
13521,Enterprise,UAE,Sulaymaniyah,2024-10-21
13522,Public Sector,Jordan,Duhok,2025-10-11
13523,SMB,Turkey,Kirkuk,2023-06-15
13524,SMB,Turkey,Erbil,2024-04-10
13525,Retail,Turkey,Sulaymaniyah,2025-07-01
13526,Retail,Jordan,Kirkuk,2023-07-17
13527,SMB,Turkey,Sulaymaniyah,2023-03-30
13528,SMB,Turkey,Duhok,2023-01-04
13529,Education,Jordan,Baghdad,2023-06-30
13530,Education,UAE,Erbil,2025-08-24
13531,Enterprise,Turkey,Kirkuk,2023-10-01
13532,Education,Turkey,Basra,2024-06-21
13533,Enterprise,UAE,Erbil,2025-11-04
13534,SMB,Turkey,Sulaymaniyah,2024-10-29
13535,Education,Iraq,Baghdad,2025-02-02
13536,SMB,Jordan,Erbil,2025-09-04
13537,Public Sector,Turkey,Duhok,2025-02-05
13538,Retail,Jordan,Duhok,2024-12-01
13539,SMB,Jordan,Duhok,2023-02-18
13540,Public Sector,UAE,Erbil,2023-12-02
13541,Enterprise,UAE,Erbil,2023-11-30
13542,Public Sector,Iraq,Duhok,2025-11-09
13543,Enterprise,Iraq,Basra,2023-10-09
13544,SMB,Jordan,Sulaymaniyah,2025-11-19
13545,SMB,Jordan,Kirkuk,2025-06-29
13546,Education,Turkey,Erbil,2025-06-04
13547,Enterprise,Turkey,Sulaymaniyah,2023-11-03
13548,Public Sector,Iraq,Sulaymaniyah,2025-01-11
13549,Education,UAE,Baghdad,2024-04-22
13550,Public Sector,Iraq,Kirkuk,2025-11-16
13551,Education,Turkey,Sulaymaniyah,2023-11-17
13552,Enterprise,Jordan,Kirkuk,2025-06-17
13553,Retail,Iraq,Baghdad,2025-01-17
13554,Education,Turkey,Sulaymaniyah,2024-10-16
13555,Public Sector,Turkey,Baghdad,2023-11-20
13556,SMB,Turkey,Sulaymaniyah,2025-10-25
13557,Retail,Jordan,Kirkuk,2023-08-15
13558,Enterprise,UAE,Duhok,2024-05-03
13559,Enterprise,Turkey,Basra,2024-04-27
13560,Retail,Iraq,Basra,2025-05-27
13561,Enterprise,Jordan,Baghdad,2023-04-15
13562,SMB,Iraq,Duhok,2023-06-25
13563,Education,Turkey,Sulaymaniyah,2025-09-03
13564,Retail,Jordan,Baghdad,2025-02-05
13565,SMB,UAE,Duhok,2023-09-16
13566,SMB,Turkey,Basra,2025-05-16
13567,Retail,Turkey,Kirkuk,2025-02-09
13568,Enterprise,UAE,Sulaymaniyah,2025-10-03
13569,SMB,Jordan,Basra,2023-02-03
13570,Enterprise,UAE,Duhok,2024-05-13
13571,Education,UAE,Basra,2023-04-21
13572,Enterprise,UAE,Basra,2025-11-13
13573,Retail,Iraq,Basra,2025-07-23
13574,Public Sector,Turkey,Erbil,2024-11-14
13575,Enterprise,Iraq,Kirkuk,2025-04-12
13576,Public Sector,Turkey,Baghdad,2024-01-17
13577,Education,UAE,Duhok,2023-09-10
13578,Retail,Jordan,Duhok,2024-07-12
13579,Retail,Iraq,Erbil,2024-05-18
13580,Public Sector,Iraq,Erbil,2025-02-04
13581,Education,Jordan,Kirkuk,2025-07-12
13582,SMB,Jordan,Sulaymaniyah,2023-07-01
13583,Retail,Iraq,Kirkuk,2024-07-05
13584,Education,UAE,Sulaymaniyah,2024-11-24
13585,SMB,Iraq,Kirkuk,2025-09-03
13586,SMB,UAE,Sulaymaniyah,2024-06-12
13587,SMB,UAE,Basra,2023-05-28
13588,Enterprise,Turkey,Baghdad,2024-08-12
13589,Retail,Iraq,Erbil,2024-10-27
13590,Public Sector,Turkey,Baghdad,2024-06-16
13591,SMB,Jordan,Duhok,2024-01-13
13592,SMB,Iraq,Sulaymaniyah,2023-05-11
13593,SMB,Jordan,Erbil,2025-11-18
13594,Enterprise,Turkey,Baghdad,2023-08-16
13595,SMB,UAE,Basra,2024-10-24
13596,SMB,Turkey,Baghdad,2023-10-28
13597,Enterprise,Turkey,Sulaymaniyah,2023-04-23
13598,Education,UAE,Erbil,2025-09-10
13599,SMB,Jordan,Duhok,2025-02-24
13600,Retail,UAE,Erbil,2023-05-07
13601,Retail,Iraq,Duhok,2023-04-19
13602,Public Sector,Iraq,Basra,2025-05-09
13603,Public Sector,Iraq,Sulaymaniyah,2023-07-15
13604,SMB,Jordan,Baghdad,2024-07-18
13605,SMB,Iraq,Basra,2024-08-24
13606,Public Sector,Iraq,Duhok,2023-02-11
13607,Public Sector,Jordan,Kirkuk,2024-01-28
13608,Public Sector,Jordan,Erbil,2025-07-19
13609,Enterprise,Jordan,Sulaymaniyah,2025-06-06
13610,SMB,Turkey,Basra,2025-01-03
13611,Enterprise,Jordan,Sulaymaniyah,2023-06-14
13612,SMB,Jordan,Sulaymaniyah,2023-06-11
13613,Public Sector,Iraq,Baghdad,2025-04-29
13614,Education,Jordan,Duhok,2025-01-27
13615,Education,Jordan,Sulaymaniyah,2023-12-24
13616,Retail,Jordan,Kirkuk,2024-02-24
13617,Education,UAE,Kirkuk,2024-10-25
13618,Retail,Iraq,Basra,2025-04-18
13619,Education,Turkey,Sulaymaniyah,2025-04-10
13620,Education,Turkey,Duhok,2023-04-16
13621,Education,Jordan,Erbil,2025-02-06
13622,Retail,UAE,Sulaymaniyah,2023-08-01
13623,Enterprise,Jordan,Kirkuk,2024-06-01
13624,Public Sector,Turkey,Kirkuk,2024-03-21
13625,SMB,UAE,Basra,2024-09-24
13626,Public Sector,UAE,Kirkuk,2024-06-21
13627,Public Sector,Iraq,Basra,2023-12-12
13628,Enterprise,Iraq,Duhok,2025-08-29
