employee_id,branch_id,department,role,hire_date,base_salary
563,12,Operations,Manager,2015-04-08,2886.02
564,12,Operations,Specialist,2015-10-17,1016.1
565,12,Finance,Associate,2021-11-09,3033.69
566,12,HR,Associate,2024-01-22,812.18
567,12,Marketing,Associate,2015-12-04,1846.2
568,13,Sales,Senior Manager,2019-08-23,962.98
569,13,IT,Associate,2019-07-22,788.28
570,13,HR,Supervisor,2024-10-23,909.5
571,13,Marketing,Associate,2023-12-20,844.41
572,13,Sales,Associate,2022-04-20,1119.16
573,13,Finance,Senior Manager,2018-06-23,1822.68
574,13,Operations,Associate,2023-08-07,2755.48
575,13,Support,Supervisor,2018-01-01,2699.97
576,13,Sales,Senior Manager,2025-08-05,3630.64
577,13,Marketing,Senior Manager,2016-12-24,789.32
578,13,Finance,Specialist,2022-05-09,2005.33
579,13,Sales,Specialist,2015-05-12,3135.35
580,13,Finance,Manager,2016-02-28,2989.98
581,13,Sales,Associate,2017-11-21,1021.22
582,13,Finance,Manager,2024-05-24,761.39
583,13,Marketing,Supervisor,2017-02-13,1790.84
584,13,Support,Supervisor,2021-12-28,2052.12
585,13,Support,Specialist,2016-03-23,2883.48
586,13,Marketing,Specialist,2016-07-19,2066.96
587,13,HR,Manager,2017-10-13,3060.2
588,13,HR,Associate,2025-12-05,2068.32
589,13,Support,Associate,2021-08-02,662.18
590,13,IT,Supervisor,2015-12-28,2721.06
591,13,Marketing,Senior Manager,2024-04-22,3375.03
592,13,HR,Senior Manager,2024-02-14,2666.74
593,13,Operations,Manager,2020-11-22,2598.7
594,13,Operations,Senior Manager,2024-01-01,2605.39
595,13,Operations,Senior Manager,2022-08-28,1004.1
596,13,Marketing,Manager,2020-04-11,3699.99
597,13,Sales,Senior Manager,2018-09-21,1718.44
598,13,Marketing,Specialist,2016-08-15,3134.23
599,13,Support,Associate,2022-08-11,847.67
600,13,Support,Associate,2016-07-14,570.04
601,13,HR,Associate,2016-10-20,2585.75
602,13,HR,Senior Manager,2018-11-22,1978.3
603,13,Finance,Supervisor,2015-04-28,1972.44
604,13,HR,Senior Manager,2024-08-23,2651.51
605,13,IT,Manager,2016-02-25,2657.35
606,13,Sales,Supervisor,2020-11-26,1428.14
607,13,HR,Supervisor,2016-01-06,2099.61
608,13,Marketing,Manager,2016-05-20,1106.34
609,13,Sales,Manager,2018-08-27,3067.76
610,13,IT,Supervisor,2016-07-02,3554.2
611,13,Marketing,Senior Manager,2016-08-15,2655.83
612,14,Operations,Manager,2015-09-24,612.71
613,14,Support,Senior Manager,2022-09-25,3535.89
614,14,Operations,Senior Manager,2017-12-27,880.08
615,14,Support,Senior Manager,2024-06-17,3402.66
616,14,Support,Senior Manager,2018-05-13,3678.04
617,14,Finance,Manager,2017-03-14,2468.46
618,14,IT,Senior Manager,2019-12-18,3333.37
619,14,IT,Senior Manager,2025-04-07,1152.54
620,14,IT,Supervisor,2025-06-22,894.45
621,14,IT,Specialist,2023-09-23,2583.54
622,14,IT,Associate,2020-09-16,2402.4
623,14,IT,Manager,2025-12-27,2238.57
624,14,Marketing,Manager,2015-09-04,534.66
625,14,Operations,Associate,2025-01-07,1344.38
626,14,Marketing,Specialist,2019-11-09,940.54
627,14,Sales,Supervisor,2018-09-02,1651.59
628,14,Support,Associate,2024-11-24,2332.31
629,14,Operations,Senior Manager,2021-04-17,3077.43
630,14,Marketing,Supervisor,2025-01-13,1748.31
631,14,Marketing,Supervisor,2023-01-01,2941.29
632,14,Operations,Senior Manager,2022-04-21,2810.51
633,14,IT,Supervisor,2024-09-24,2471.35
634,14,Marketing,Specialist,2019-08-06,3744.57
635,14,Sales,Specialist,2017-12-17,849.84
636,14,Sales,Manager,2019-09-09,885.72
637,14,HR,Supervisor,2015-06-15,2827.46
638,14,Operations,Associate,2017-06-20,620.37
639,14,IT,Senior Manager,2025-05-16,3096.19
640,14,HR,Supervisor,2016-12-11,2210.07
641,14,Operations,Senior Manager,2016-09-06,1843.37
642,14,HR,Manager,2016-06-08,3409.38
643,14,IT,Supervisor,2020-06-10,1181.79
644,14,Marketing,Senior Manager,2023-08-18,3209.36
645,14,IT,Associate,2016-11-12,1942.99
646,14,IT,Senior Manager,2024-04-02,2736.55
647,14,Finance,Manager,2016-07-09,2259.79
648,14,Finance,Associate,2023-06-17,3139.44
649,14,Support,Manager,2015-05-21,1094.92
650,14,HR,Associate,2016-03-25,2252.22
651,14,Sales,Associate,2018-11-21,3041.5
652,14,Marketing,Manager,2016-04-18,3226.31
653,14,IT,Manager,2025-02-24,2748.25
654,14,Sales,Manager,2020-01-03,695.38
655,14,Operations,Supervisor,2023-02-19,3202.42
656,14,Finance,Manager,2021-08-21,1804.9
657,14,Finance,Associate,2021-11-04,2241.7
658,14,IT,Senior Manager,2016-12-19,602.48
659,14,Marketing,Associate,2020-09-04,1420.95
660,14,IT,Supervisor,2024-02-10,3013.67
661,14,Support,Manager,2021-11-01,2037.86
662,14,HR,Specialist,2017-12-13,3119.18
663,14,Marketing,Senior Manager,2019-11-05,1448.49
664,15,Finance,Associate,2023-09-05,862.84
665,15,Sales,Senior Manager,2024-07-18,2284.21
666,15,Sales,Supervisor,2018-12-24,3476.88
667,15,Finance,Specialist,2021-11-28,2167.05
668,15,Operations,Specialist,2018-10-27,1296.68
669,15,Sales,Specialist,2025-10-28,632.2
670,15,Marketing,Senior Manager,2022-11-18,695.03
671,15,IT,Associate,2019-02-07,2880.72
672,15,Support,Supervisor,2020-03-22,2645.83
673,15,Sales,Supervisor,2024-02-07,1514.58
674,15,Support,Supervisor,2024-11-10,2773.08
675,15,Operations,Senior Manager,2024-06-26,1509.72
676,15,Support,Specialist,2015-06-08,3081.96
677,15,IT,Manager,2019-06-05,2726.59
678,15,Finance,Manager,2022-08-12,3045.47
679,15,Support,Senior Manager,2016-03-21,2482.2
680,15,Marketing,Supervisor,2017-09-07,1331.84
681,15,IT,Associate,2016-01-28,2149.05
682,15,Sales,Senior Manager,2024-07-25,2426.62
683,15,Sales,Senior Manager,2019-09-18,2031.55
684,15,Marketing,Specialist,2020-07-08,3436.32
685,15,HR,Supervisor,2017-08-17,2159.88
686,15,Support,Supervisor,2023-01-22,1250.25
687,15,Marketing,Senior Manager,2025-03-25,2172.36
688,15,Support,Specialist,2017-10-19,2659.03
689,15,Operations,Manager,2020-01-08,3000.93
690,15,Operations,Associate,2019-06-08,593.41
691,15,Operations,Senior Manager,2020-07-16,3524.97
692,15,Sales,Associate,2025-06-04,2807.52
693,15,HR,Supervisor,2019-10-18,2360.04
694,15,Support,Manager,2020-10-21,3459.06
695,15,Sales,Senior Manager,2019-07-08,2179.85
696,15,Finance,Supervisor,2022-08-20,472.1
697,15,Operations,Manager,2017-04-03,2173.71
698,15,Finance,Specialist,2017-03-06,1663.45
699,15,IT,Associate,2025-04-14,3167.43
700,15,IT,Associate,2022-11-16,2054.72
701,15,HR,Specialist,2025-07-01,1266.3
702,15,Operations,Senior Manager,2024-03-05,2558.96
703,15,Sales,Senior Manager,2017-01-06,1315.17
704,15,Operations,Senior Manager,2021-10-19,2586.04
705,15,IT,Supervisor,2016-04-15,2481.86
706,15,Support,Manager,2017-04-27,1826.07
707,15,Operations,Senior Manager,2017-10-22,2161.2
708,15,Operations,Supervisor,2022-10-19,680.62
709,15,Support,Manager,2017-02-01,1127.87
710,15,Marketing,Senior Manager,2025-07-27,951.03
711,15,Sales,Specialist,2022-10-20,580.77
712,15,Marketing,Senior Manager,2023-02-03,2065.51
713,15,Operations,Senior Manager,2023-01-25,2723.17
714,15,Support,Senior Manager,2021-06-28,595.52
715,15,HR,Manager,2018-08-26,3025.05
716,15,Finance,Senior Manager,2024-02-14,898.51
717,15,Support,Specialist,2016-05-20,3387.17
718,15,Support,Supervisor,2018-01-23,2941.21
719,15,Sales,Senior Manager,2023-02-17,474.1
720,15,IT,Specialist,2020-07-12,807.05
721,15,Support,Senior Manager,2019-05-28,2245.95
722,15,HR,Supervisor,2024-05-22,1781.47
723,15,Operations,Manager,2023-09-16,1048.71
724,15,HR,Senior Manager,2022-05-10,2385.13
725,16,Support,Specialist,2025-02-24,1219.73
726,16,Marketing,Specialist,2016-04-17,1791.88
727,16,Finance,Senior Manager,2024-12-22,2817.75
728,16,Operations,Manager,2025-01-26,755.15
729,16,Operations,Manager,2024-07-03,664.67
730,16,Operations,Supervisor,2016-10-02,2877.06
731,16,Support,Senior Manager,2025-09-10,2833.88
732,16,HR,Associate,2017-11-16,1920.56
733,16,Operations,Senior Manager,2019-04-02,3076.26
734,16,HR,Senior Manager,2018-10-06,2707.98
735,16,Finance,Specialist,2025-01-06,740.92
736,16,Finance,Manager,2020-11-13,1808.26
737,16,Operations,Senior Manager,2015-12-23,679.87
738,16,Sales,Senior Manager,2019-12-27,2323.03
739,16,HR,Supervisor,2020-05-08,2481.32
740,16,Operations,Manager,2021-10-01,1324.71
741,16,Support,Senior Manager,2016-09-03,2135.62
742,16,Finance,Associate,2023-05-18,3174.04
743,16,HR,Supervisor,2022-07-19,2070.16
744,16,Operations,Supervisor,2022-11-15,3453.35
745,16,Marketing,Associate,2022-02-09,676.31
746,16,IT,Specialist,2025-12-08,3130.54
747,16,Support,Supervisor,2023-09-01,2797.74
748,16,Finance,Specialist,2019-02-13,2706.89
749,16,Marketing,Supervisor,2016-09-06,2046.46
750,16,Finance,Specialist,2024-05-06,3622.85
751,16,IT,Specialist,2022-12-07,1236.79
752,16,Operations,Supervisor,2018-04-07,3247.05
753,16,Marketing,Senior Manager,2020-03-25,807.41
754,16,Sales,Manager,2024-01-25,3321.25
755,16,Sales,Manager,2020-10-11,2099.34
756,16,HR,Supervisor,2022-03-25,3518.62
757,16,Finance,Manager,2018-10-05,631.4
758,16,Marketing,Manager,2022-09-02,2133.29
759,16,Support,Specialist,2022-02-23,2185.99
760,16,Finance,Associate,2015-11-07,1721.08
761,16,Sales,Supervisor,2020-10-28,1320.0
762,16,HR,Supervisor,2018-05-16,3661.06
763,16,Finance,Supervisor,2017-08-14,1155.28
764,16,IT,Supervisor,2020-07-09,1959.94
765,16,HR,Specialist,2024-11-08,3177.54
766,16,IT,Supervisor,2018-09-14,3318.63
767,16,Operations,Specialist,2017-08-26,482.64
768,16,Support,Manager,2017-11-17,2238.84
769,16,Finance,Manager,2019-05-18,3325.98
770,16,Sales,Manager,2016-12-06,651.12
771,16,Marketing,Supervisor,2022-11-04,1957.01
772,16,Finance,Supervisor,2020-06-18,2317.6
773,16,Marketing,Supervisor,2020-01-14,856.15
774,16,Marketing,Senior Manager,2018-10-19,2627.05
775,16,HR,Specialist,2019-06-11,2705.2
776,16,Support,Manager,2016-07-20,1409.85
777,16,IT,Specialist,2017-11-26,3560.7
778,16,Support,Senior Manager,2024-07-28,3488.69
779,16,Sales,Specialist,2020-04-11,1511.54
780,16,Finance,Supervisor,2024-11-13,1358.68
781,16,Support,Supervisor,2024-09-15,1836.86
782,16,Operations,Associate,2017-12-08,2667.78
783,16,IT,Associate,2018-03-13,795.08
784,16,Sales,Manager,2023-01-01,3032.63
785,16,HR,Associate,2016-05-20,970.17
786,16,IT,Manager,2019-04-08,2920.94
787,16,Support,Specialist,2017-09-27,1021.54
788,16,Sales,Supervisor,2020-08-15,3716.19
789,16,HR,Supervisor,2023-08-05,3697.97
790,17,HR,Specialist,2024-10-15,2564.01
791,17,IT,Senior Manager,2021-09-21,2592.42
792,17,Finance,Supervisor,2022-09-08,3145.77
793,17,Support,Supervisor,2020-07-09,971.65
794,17,Sales,Associate,2023-03-12,1410.65
795,17,HR,Associate,2022-08-10,480.59
796,17,Support,Supervisor,2024-04-26,474.18
797,17,Finance,Specialist,2021-09-14,1772.42
798,17,Operations,Manager,2021-04-09,715.35
799,17,IT,Specialist,2023-10-26,2774.65
800,17,Finance,Supervisor,2025-12-18,3159.51
801,17,Support,Specialist,2016-03-05,1420.14
802,17,IT,Manager,2024-08-09,2796.58
803,17,Support,Specialist,2020-01-05,616.27
804,17,HR,Associate,2017-02-10,1351.8
805,17,IT,Manager,2015-04-03,954.79
806,17,Support,Specialist,2020-07-10,3082.18
807,17,Support,Supervisor,2022-12-26,556.32
808,17,Sales,Specialist,2015-05-25,1764.61
809,17,HR,Manager,2017-04-27,1287.77
810,17,Support,Associate,2016-12-08,1739.07
811,17,Support,Specialist,2015-04-15,2913.33
812,17,Sales,Senior Manager,2025-04-16,1753.56
813,17,Finance,Supervisor,2017-11-24,591.32
814,17,HR,Senior Manager,2016-05-16,2589.04
815,17,Operations,Supervisor,2015-11-07,3710.47
816,17,Operations,Manager,2020-01-06,3111.21
817,17,HR,Associate,2021-04-01,3695.6
818,17,HR,Manager,2024-03-12,3032.17
819,17,Operations,Specialist,2022-02-22,2522.46
820,17,Marketing,Associate,2015-06-21,965.63
821,17,HR,Associate,2017-08-08,1511.08
822,17,HR,Supervisor,2022-12-07,521.53
823,17,Support,Supervisor,2017-05-02,2075.76
824,17,Support,Senior Manager,2019-09-23,2091.81
825,17,HR,Specialist,2023-06-11,2903.55
826,17,Finance,Senior Manager,2023-03-03,2229.31
827,17,Support,Supervisor,2019-09-12,1971.16
828,17,Marketing,Senior Manager,2021-12-06,3407.82
829,17,HR,Supervisor,2024-04-11,2865.36
830,17,IT,Senior Manager,2021-04-17,2738.8
831,17,Marketing,Senior Manager,2017-10-10,1530.71
832,17,IT,Supervisor,2016-02-17,2657.28
833,17,Sales,Specialist,2017-01-07,808.63
834,17,Operations,Associate,2015-10-21,3251.6
835,17,IT,Manager,2023-10-23,2427.51
836,17,Sales,Supervisor,2018-10-23,687.43
837,17,Operations,Manager,2016-08-26,2590.37
838,17,Finance,Senior Manager,2021-06-26,2823.25
839,17,Marketing,Senior Manager,2019-09-02,2909.91
840,17,Marketing,Supervisor,2016-04-17,775.35
841,17,IT,Specialist,2023-07-07,1096.95
842,17,IT,Specialist,2024-11-06,2320.72
843,17,HR,Manager,2016-11-19,1649.18
844,17,Support,Manager,2016-03-26,1054.33
845,17,Support,Senior Manager,2020-11-06,2238.57
846,17,HR,Manager,2020-06-18,3771.4
847,17,Finance,Supervisor,2021-11-14,3217.62
848,17,Finance,Senior Manager,2018-10-18,1166.66
849,17,Marketing,Senior Manager,2019-06-15,1949.12
850,17,Support,Associate,2015-05-20,504.61
851,17,Operations,Supervisor,2015-05-08,1169.66
852,17,Finance,Associate,2019-09-17,2313.68
853,17,HR,Specialist,2016-01-15,1641.45
854,18,Finance,Supervisor,2024-04-08,1308.42
855,18,Finance,Associate,2024-07-19,3524.9
856,18,IT,Associate,2020-08-06,2085.73
857,18,IT,Senior Manager,2016-10-21,1456.32
858,18,IT,Senior Manager,2021-02-25,637.34
859,18,Marketing,Supervisor,2020-07-14,3566.32
860,18,Sales,Specialist,2025-10-01,2573.52
861,18,IT,Manager,2015-05-17,587.96
862,18,HR,Senior Manager,2017-06-17,2787.52
863,18,Operations,Associate,2025-12-13,3702.98
864,18,Marketing,Senior Manager,2024-09-03,1193.99
865,18,Finance,Manager,2017-03-11,726.53
866,18,HR,Associate,2023-07-09,735.01
867,18,HR,Manager,2017-03-16,2323.64
868,18,Support,Manager,2025-10-07,2329.91
869,18,IT,Senior Manager,2018-04-03,1341.96
870,18,Support,Supervisor,2025-10-03,826.98
871,18,Support,Manager,2020-06-07,1524.47
872,18,HR,Associate,2019-03-12,2514.34
873,18,Marketing,Manager,2024-03-15,600.34
874,18,Marketing,Specialist,2018-11-12,972.57
875,18,IT,Associate,2016-12-02,1264.21
876,18,HR,Specialist,2019-01-11,2774.21
877,18,Sales,Supervisor,2022-08-01,1561.79
878,18,IT,Senior Manager,2018-04-18,2202.94
879,18,Finance,Senior Manager,2022-10-24,3774.21
880,18,IT,Associate,2021-10-22,2214.78
881,18,Finance,Specialist,2015-05-07,3093.78
882,19,Finance,Associate,2022-11-01,673.1
883,19,IT,Supervisor,2025-11-12,3345.35
884,19,Sales,Supervisor,2025-07-08,3732.31
885,19,HR,Associate,2020-08-28,2450.31
886,19,Sales,Specialist,2018-09-15,2328.3
887,19,IT,Associate,2015-04-17,1471.51
888,19,Support,Manager,2017-01-12,2742.44
889,19,Finance,Supervisor,2018-09-09,3169.84
890,19,IT,Supervisor,2021-01-18,3629.54
891,19,Operations,Specialist,2020-07-22,909.82
892,19,IT,Manager,2023-11-20,3373.55
893,19,IT,Specialist,2021-04-19,961.71
894,19,Finance,Senior Manager,2020-08-18,891.44
895,19,IT,Specialist,2024-09-22,3130.35
896,19,Marketing,Specialist,2019-12-23,3460.45
897,19,Operations,Manager,2017-11-19,3522.33
898,19,Finance,Associate,2023-09-24,846.6
899,19,Finance,Specialist,2015-06-14,3670.01
900,19,Finance,Manager,2025-12-09,959.06
901,19,Operations,Associate,2017-03-01,3004.2
902,19,HR,Senior Manager,2019-10-19,2501.41
903,19,HR,Specialist,2018-11-01,1653.53
904,19,IT,Manager,2017-09-28,2475.78
905,19,IT,Supervisor,2017-07-16,2037.39
906,19,Operations,Specialist,2018-01-14,3011.21
907,19,Sales,Supervisor,2021-04-24,2698.99
908,19,Operations,Specialist,2016-03-15,3354.88
909,19,Support,Supervisor,2022-04-14,1806.3
910,19,Sales,Senior Manager,2021-12-11,1770.4
911,19,IT,Senior Manager,2024-09-17,2598.67
912,19,IT,Associate,2023-02-15,1980.62
913,19,Sales,Specialist,2023-09-13,3745.83
914,19,Sales,Senior Manager,2021-09-25,2562.67
915,19,Sales,Specialist,2019-08-13,3412.73
916,19,Marketing,Supervisor,2022-03-14,1436.31
917,19,Sales,Senior Manager,2017-08-27,2614.44
918,19,Sales,Senior Manager,2016-03-25,2411.25
919,19,IT,Senior Manager,2017-07-14,1533.59
920,19,Sales,Specialist,2022-10-23,3450.91
921,19,Support,Associate,2019-06-23,2622.73
922,19,IT,Specialist,2016-02-04,2815.86
923,19,IT,Supervisor,2016-09-23,1736.69
924,19,Marketing,Senior Manager,2024-03-13,2293.66
925,19,Sales,Specialist,2020-10-28,2659.43
926,19,Operations,Specialist,2017-03-25,2835.36
927,19,Support,Supervisor,2019-12-25,3669.24
928,19,Finance,Specialist,2016-03-07,461.84
929,19,Marketing,Supervisor,2015-08-16,3315.63
930,19,HR,Associate,2024-08-08,1176.53
931,19,IT,Manager,2022-07-15,716.01
932,19,HR,Associate,2018-09-09,2526.22
933,19,HR,Specialist,2015-03-05,634.46
934,19,Finance,Associate,2017-01-22,2386.61
935,19,HR,Supervisor,2020-02-02,814.77
936,19,Operations,Specialist,2025-05-20,2664.1
937,19,IT,Senior Manager,2024-09-06,3687.08
938,19,IT,Senior Manager,2020-01-03,3024.52
939,19,Finance,Supervisor,2021-02-25,1881.53
940,19,HR,Associate,2019-08-05,858.78
941,20,Finance,Senior Manager,2021-09-07,2781.03
942,20,HR,Associate,2016-10-24,3730.82
943,20,HR,Associate,2022-12-23,2476.01
944,20,Marketing,Supervisor,2021-10-28,1510.24
945,20,HR,Senior Manager,2024-06-05,2507.87
946,20,Support,Senior Manager,2025-08-16,3156.73
947,20,HR,Specialist,2019-04-01,845.99
948,20,Support,Associate,2018-10-14,1837.04
949,20,Finance,Supervisor,2023-11-07,487.85
950,20,Operations,Supervisor,2019-02-10,1455.95
951,20,HR,Supervisor,2015-02-22,1566.5
952,20,Support,Senior Manager,2024-01-27,1038.36
953,20,Finance,Supervisor,2025-08-16,3120.8
954,20,IT,Specialist,2022-03-21,1993.07
955,20,Marketing,Senior Manager,2020-08-26,3177.46
956,20,IT,Associate,2023-05-19,2878.63
957,20,Finance,Senior Manager,2023-01-07,2384.28
958,20,Finance,Supervisor,2016-03-09,3266.48
959,20,Finance,Manager,2025-09-27,1006.0
960,20,HR,Manager,2017-10-04,3346.39
961,20,Marketing,Supervisor,2020-12-02,1359.52
962,20,Sales,Manager,2018-06-15,3228.68
963,20,Finance,Specialist,2023-05-06,825.97
964,20,Marketing,Associate,2018-02-15,2145.08
965,20,Marketing,Manager,2023-03-07,1589.39
966,20,Support,Senior Manager,2019-06-05,3027.76
967,20,Sales,Senior Manager,2025-03-07,2877.31
968,20,Support,Manager,2023-02-01,1491.79
969,20,Sales,Senior Manager,2016-06-15,3428.77
970,20,Sales,Senior Manager,2025-12-10,525.31
971,20,Marketing,Supervisor,2025-04-11,1121.86
972,20,Finance,Supervisor,2023-06-25,1927.74
973,20,Sales,Supervisor,2017-03-09,833.44
974,20,HR,Senior Manager,2023-02-07,2267.47
975,20,HR,Supervisor,2019-03-23,3143.41
976,20,HR,Specialist,2017-02-10,2504.43
977,20,Finance,Senior Manager,2022-01-05,547.13
978,21,Sales,Associate,2021-01-03,1878.66
979,21,Operations,Senior Manager,2024-11-27,2761.92
980,21,Support,Senior Manager,2020-05-11,3188.43
981,21,IT,Senior Manager,2016-08-19,891.51
982,21,Marketing,Manager,2016-08-10,2743.0
983,21,IT,Manager,2022-04-08,931.47
984,21,HR,Supervisor,2020-07-06,2793.71
985,21,IT,Supervisor,2020-08-16,551.38
986,21,Support,Associate,2020-08-15,3283.32
987,21,Finance,Supervisor,2024-10-05,2151.63
988,21,Support,Associate,2020-09-21,687.6
989,21,Finance,Senior Manager,2022-07-19,1835.03
990,21,HR,Specialist,2023-03-16,1735.79
991,21,Finance,Specialist,2024-07-26,3733.69
992,21,HR,Supervisor,2023-12-08,1029.84
993,21,IT,Associate,2024-08-04,2433.75
994,21,Support,Supervisor,2023-02-27,1941.47
995,21,Finance,Manager,2016-10-04,2746.45
996,21,HR,Manager,2020-08-21,2661.55
997,21,Sales,Specialist,2017-10-25,2581.04
998,21,Sales,Specialist,2025-03-15,2229.71
999,21,Support,Senior Manager,2024-08-07,1138.97
1000,21,Finance,Supervisor,2024-11-10,3526.98
1001,21,Support,Supervisor,2016-10-01,2498.49
1002,21,HR,Manager,2017-05-02,1686.9
1003,21,HR,Associate,2015-12-18,3199.52
1004,21,Finance,Associate,2019-01-08,1896.25
1005,21,HR,Manager,2025-06-23,1732.35
1006,21,Support,Manager,2023-04-22,1030.92
1007,21,Operations,Specialist,2023-07-27,3547.01
1008,21,Marketing,Manager,2017-05-28,2694.72
1009,21,Operations,Associate,2016-11-01,932.39
1010,21,Support,Manager,2017-02-05,2601.51
1011,21,Support,Manager,2024-07-20,1052.32
1012,21,HR,Manager,2023-08-13,1640.28
1013,21,Operations,Manager,2024-01-19,2118.83
1014,21,IT,Specialist,2023-05-14,3553.99
1015,21,HR,Supervisor,2015-01-19,2068.95
1016,21,Finance,Associate,2024-08-23,718.21
1017,21,IT,Senior Manager,2019-08-17,712.09
1018,21,HR,Associate,2018-08-21,2934.65
1019,21,IT,Associate,2025-11-18,3123.63
1020,21,Finance,Senior Manager,2015-06-18,3058.07
1021,21,Support,Manager,2023-08-19,2908.28
1022,21,Support,Supervisor,2019-05-06,568.34
1023,21,HR,Supervisor,2024-05-02,2558.16
1024,21,HR,Specialist,2024-01-22,3767.72
1025,21,Marketing,Senior Manager,2015-05-16,726.41
1026,21,HR,Associate,2019-05-05,2512.92
1027,21,Finance,Supervisor,2015-12-04,2472.8
1028,21,HR,Specialist,2025-08-12,3156.27
1029,21,Finance,Specialist,2022-03-26,2216.75
1030,21,Sales,Supervisor,2016-03-20,3578.71
1031,21,Operations,Manager,2021-07-08,2663.24
1032,21,IT,Specialist,2018-10-24,3270.14
1033,21,Sales,Supervisor,2016-01-06,2004.45
1034,21,Support,Supervisor,2022-12-25,3540.24
1035,21,Operations,Manager,2025-12-13,2039.88
1036,21,Operations,Senior Manager,2021-01-10,3556.2
1037,21,Support,Manager,2025-06-17,2737.64
1038,21,Sales,Associate,2023-11-12,3653.22
1039,21,Support,Senior Manager,2025-05-11,1355.59
1040,21,Marketing,Associate,2019-11-19,1760.37
1041,22,IT,Specialist,2025-10-25,1103.0
1042,22,Finance,Specialist,2020-09-01,2703.89
1043,22,Marketing,Associate,2015-07-04,2209.64
1044,22,IT,Manager,2020-04-24,1399.05
1045,22,Operations,Associate,2015-10-03,640.55
1046,22,HR,Specialist,2024-11-04,2822.05
1047,22,Sales,Associate,2024-03-13,2648.92
1048,22,IT,Senior Manager,2017-02-23,1067.28
1049,22,Finance,Manager,2025-02-21,1969.04
1050,22,Finance,Manager,2025-06-09,992.59
1051,22,Sales,Supervisor,2015-07-13,1564.39
1052,22,Sales,Supervisor,2019-03-15,682.48
1053,22,Operations,Senior Manager,2021-03-21,2098.39
1054,22,Operations,Senior Manager,2021-04-20,2605.18
1055,22,Support,Supervisor,2016-01-03,685.88
1056,22,IT,Supervisor,2022-01-16,948.66
1057,22,IT,Associate,2015-11-13,1342.56
1058,22,IT,Supervisor,2021-10-01,2176.53
1059,22,Marketing,Manager,2022-07-13,3277.56
1060,22,Marketing,Associate,2023-04-01,1737.82
1061,22,IT,Manager,2016-10-18,3582.39
1062,22,Finance,Supervisor,2025-05-13,634.9
1063,22,IT,Associate,2020-09-28,3669.1
1064,22,Sales,Manager,2019-11-07,1041.67
1065,22,Sales,Manager,2025-04-10,2781.21
1066,22,Sales,Supervisor,2022-02-21,1917.25
1067,22,Operations,Specialist,2015-04-01,2861.13
1068,22,HR,Specialist,2022-07-03,3105.68
1069,22,IT,Supervisor,2022-09-27,3169.46
1070,22,Sales,Associate,2020-01-11,3089.06
1071,22,Sales,Manager,2016-04-26,2640.4
1072,22,HR,Manager,2025-09-05,2932.52
1073,22,Operations,Associate,2015-12-05,2087.8
1074,22,Sales,Manager,2024-01-08,2799.34
1075,22,Operations,Associate,2017-11-02,3480.62
1076,22,Marketing,Associate,2022-10-06,3248.43
1077,22,Sales,Associate,2016-08-20,3127.24
1078,22,Operations,Associate,2018-07-11,3168.6
1079,22,IT,Manager,2020-02-22,2379.49
1080,22,Operations,Supervisor,2018-01-19,1031.05
1081,22,Sales,Associate,2019-03-25,1840.77
1082,22,IT,Supervisor,2023-03-15,1266.21
1083,22,HR,Associate,2017-02-26,3288.68
1084,22,HR,Manager,2017-01-16,720.42
1085,22,Sales,Specialist,2016-12-21,2439.0
1086,22,Finance,Manager,2022-12-05,1140.64
1087,22,IT,Supervisor,2023-08-14,1251.5
1088,22,Operations,Senior Manager,2015-10-06,2852.62
1089,22,HR,Associate,2025-05-12,1852.93
1090,22,HR,Specialist,2018-02-17,3722.25
1091,22,HR,Supervisor,2023-09-08,2005.12
1092,22,IT,Specialist,2019-01-07,827.48
1093,22,Operations,Manager,2022-03-06,2694.98
1094,22,Sales,Associate,2025-06-10,1152.13
1095,22,Finance,Supervisor,2024-08-02,799.81
1096,22,Sales,Senior Manager,2017-03-26,547.37
1097,22,HR,Associate,2016-04-24,1940.15
1098,22,HR,Supervisor,2021-04-24,2717.46
1099,22,Finance,Specialist,2016-06-08,778.51
1100,22,IT,Manager,2018-07-08,696.32
1101,22,HR,Manager,2015-07-05,1174.15
1102,22,HR,Manager,2017-07-12,906.96
1103,22,IT,Specialist,2025-06-09,1127.41
1104,23,Sales,Senior Manager,2015-05-05,822.22
1105,23,Support,Manager,2021-03-25,1600.98
1106,23,Finance,Senior Manager,2017-11-20,3483.69
1107,23,HR,Senior Manager,2018-02-14,3320.86
1108,23,Support,Specialist,2024-08-27,2000.26
1109,23,Sales,Manager,2018-04-11,1904.73
1110,23,Operations,Senior Manager,2017-10-01,1849.54
1111,23,Sales,Associate,2022-12-25,2139.12
1112,23,Support,Senior Manager,2021-08-26,3123.36
1113,23,Marketing,Associate,2022-08-08,728.36
1114,23,Marketing,Associate,2021-04-05,1650.66
1115,23,Operations,Associate,2015-08-22,1471.2
1116,23,IT,Manager,2024-12-19,531.79
1117,23,Support,Manager,2017-12-13,1069.57
1118,23,Marketing,Supervisor,2025-08-23,2571.9
1119,23,Marketing,Associate,2021-12-11,2228.58
1120,23,Finance,Manager,2019-12-20,2267.16
1121,23,Marketing,Specialist,2025-02-20,3400.84
1122,23,IT,Associate,2023-11-12,3424.73
